Creation date,Creator,Number of points,P0_x,P0_y,P0_z,P1_x,P1_y,P1_z,P2_x,P2_y,P2_z,P3_x,P3_y,P3_z,P4_x,P4_y,P4_z,P5_x,P5_y,P5_z,P6_x,P6_y,P6_z,P7_x,P7_y,P7_z,P8_x,P8_y,P8_z,P9_x,P9_y,P9_z,P10_x,P10_y,P10_z,P11_x,P11_y,P11_z,P12_x,P12_y,P12_z,P13_x,P13_y,P13_z,P14_x,P14_y,P14_z,P15_x,P15_y,P15_z,P16_x,P16_y,P16_z,P17_x,P17_y,P17_z,P18_x,P18_y,P18_z,P19_x,P19_y,P19_z
2022/07/25,ML-projectJulia,9,0,0,0,-45,0,5.13036,-61.90691,0,-3.444464,-81.97094,0,-19.53028,-75.13103,0,-60.77622,-62.31201,0,-89.37243,-47.31201,0,-108.0508,-32.31201,0,-126.8896,-17.31201,0,-133.3689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/07/25,ML-projectJulia,16,0,0,0,-45,0,15,-74.84734,0,11.93405,-88.10499,0,13.71762,-111.6609,0,11.61469,-138.1767,0,-21.55426,-145.1676,0,-52.38358,-139.9291,0,-97.38358,-124.9291,0,-136.9796,-109.9291,0,-163.0395,-94.92911,0,-198.4785,-79.92911,0,-211.268,-64.92911,0,-230.6707,-49.92911,0,-233.4355,-34.92911,0,-228.3706,-19.92911,0,-238.5733,0,0,0,0,0,0,0,0,0,0,0,0
2022/07/25,ML-projectJulia,11,0,0,0,-41.17336,0,4.514692,-86.09709,0,1.210224,-109.5677,0,-27.12197,-123.6011,0,-52.3631,-108.6011,0,-97.11418,-93.60109,0,-142.1142,-78.60109,0,-173.3227,-63.60109,0,-207.6508,-48.60109,0,-224.2065,-33.60109,0,-230.3152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/07/25,ML-projectJulia,4,0,0,0,-28.19737,0,-16.78919,-36.39589,0,-52.14503,-25.40186,0,-82.39958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/07/25,ML-projectJulia,18,0,0,0,-45,0,15,-66.27411,0,30,-91.96837,0,12.81983,-129.6378,0,-10.67395,-147.3702,0,-47.57441,-132.3702,0,-84.27893,-117.3702,0,-112.4695,-102.3702,0,-156.6098,-87.37024,0,-195.1017,-72.37024,0,-207.5177,-57.37024,0,-203.0353,-42.37024,0,-214.7967,-27.37024,0,-230.0571,-12.37024,0,-228.335,2.629761,0,-217.2843,17.62976,0,-225.8411,32.62976,0,-230.092,0,0,0,0,0,0
2022/07/25,ML-projectJulia,4,0,0,0,-45,0,-6.125937,-49.89599,0,-31.86334,-42.76875,0,-61.40762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/07/25,ML-projectJulia,3,0,0,0,-30.95635,0,-4.61551,-58.26185,0,-24.21393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/07/25,ML-projectJulia,14,0,0,0,-45,0,-5.802767,-80.46088,0,9.197233,-98.41454,0,-14.74616,-109.9839,0,-37.4671,-116.8292,0,-72.48225,-101.8292,0,-107.6792,-86.82919,0,-139.7252,-71.82919,0,-155.4569,-56.82919,0,-160.117,-41.82919,0,-191.251,-26.82919,0,-216.4099,-11.82919,0,-226.3188,3.170815,0,-229.2814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/07/25,ML-projectJulia,9,0,0,0,-38.09752,0,-2.641448,-53.23105,0,-9.83087,-60.69424,0,-43.66363,-50.01513,0,-69.55835,-35.01513,0,-94.40968,-20.01513,0,-123.269,-5.015133,0,-122.1175,9.944069,0,-113.5431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/07/25,ML-projectJulia,12,0,0,0,-45,0,15,-68.60402,0,1.333954,-89.5006,0,-11.08045,-99.9895,0,-31.1585,-110.4061,0,-71.86428,-95.40609,0,-102.9781,-80.40609,0,-116.3053,-65.40609,0,-156.4464,-50.40609,0,-172.8926,-35.40609,0,-193.0053,-20.40609,0,-202.5147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/07/25,ML-projectJulia,3,0,0,0,-26.80727,0,-0.7699692,-51.32106,0,-26.02876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/07/25,ML-projectJulia,8,0,0,0,-44.39655,0,9.201585,-72.07034,0,10.7055,-87.09744,0,-27.87678,-87.59564,0,-56.87595,-72.59564,0,-80.1425,-57.59564,0,-94.18023,-42.59564,0,-117.4241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/07/25,ML-projectJulia,16,0,0,0,-45,0,6.388464,-78.91718,0,0.785028,-97.68985,0,-1.123206,-118.461,0,-7.287419,-118.825,0,-34.80884,-112.3334,0,-60.78806,-97.71357,0,-102.7822,-82.71357,0,-141.743,-67.71357,0,-157.6124,-52.71357,0,-157.8676,-37.71357,0,-172.7509,-22.71357,0,-179.9545,-7.71357,0,-195.5293,7.28643,0,-196.8218,22.28643,0,-218.2827,0,0,0,0,0,0,0,0,0,0,0,0
2022/07/25,ML-projectJulia,7,0,0,0,-44.42524,0,12.72079,-70.3435,0,-19.55489,-79.08981,0,-54.18316,-72.5006,0,-92.23959,-57.5006,0,-118.3134,-42.5006,0,-145.4734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/07/25,ML-projectJulia,4,0,0,0,-39.61547,0,-5.16004,-57.82913,0,-39.91048,-43.3072,0,-59.50341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/07/25,ML-projectJulia,8,0,0,0,-33.46738,0,-3.095064,-70.08035,0,-1.033116,-85.29315,0,-22.08648,-77.51971,0,-48.13547,-64.37326,0,-86.06001,-49.37326,0,-121.3839,-34.37326,0,-134.5045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/07/25,ML-projectJulia,11,0,0,0,-45,0,3.637692,-73.3091,0,-2.483276,-77.54436,0,3.35627,-89.98101,0,-4.711421,-101.7883,0,-26.45031,-102.6605,0,-48.86501,-107.4249,0,-72.63904,-92.42487,0,-110.0172,-77.42487,0,-137.2405,-62.42487,0,-160.2186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/07/25,ML-projectJulia,18,0,0,0,-45,0,6.682279,-72.57304,0,9.719994,-114.7317,0,-2.510709,-133.2011,0,-22.91463,-168.4898,0,-43.12076,-178.4605,0,-88.12076,-163.4605,0,-133.1208,-148.4605,0,-178.1208,-133.4605,0,-223.1208,-118.4605,0,-258.5275,-103.4605,0,-275.7184,-88.46053,0,-292.4362,-73.46053,0,-300.7685,-58.46053,0,-296.084,-43.46053,0,-312.6535,-28.46053,0,-314.9508,-13.46053,0,-316.815,0,0,0,0,0,0
2022/07/25,ML-projectJulia,16,0,0,0,-45,0,15,-74.78825,0,13.69737,-90.28694,0,8.607689,-126.5223,0,0.2213726,-145.1817,0,-9.597794,-131.8707,0,-49.65964,-129.3398,0,-85.30363,-114.3398,0,-128.3688,-99.3398,0,-160.9056,-84.3398,0,-181.6423,-69.3398,0,-197.9801,-54.3398,0,-218.5063,-39.3398,0,-233.7384,-24.3398,0,-255.6908,-9.339798,0,-240.6908,0,0,0,0,0,0,0,0,0,0,0,0
2022/07/25,ML-projectJulia,3,0,0,0,-30.88671,0,-5.608736,-38.55557,0,-49.474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/07/25,ML-projectJulia,3,0,0,0,-20.33689,0,5.321823,-35.85038,0,0.4060173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/07/25,ML-projectJulia,9,0,0,0,-45,0,2.463219,-70.55582,0,-10.88465,-68.12194,0,-28.43884,-81.13924,0,-70.05346,-66.13924,0,-99.65532,-51.13924,0,-113.3039,-36.13924,0,-135.0694,-21.13924,0,-148.4354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/07/25,ML-projectJulia,16,0,0,0,-43.44142,0,15,-85.44592,0,29.54223,-104.3195,0,20.33106,-106.4515,0,4.684177,-128.1432,0,-8.210052,-144.2411,0,-32.78731,-149.1933,0,-77.78731,-134.1933,0,-122.7873,-119.1933,0,-163.9051,-104.1933,0,-190.1327,-89.19328,0,-224.1913,-74.19328,0,-238.8988,-59.19328,0,-234.6641,-44.19328,0,-239.1946,-29.19328,0,-246.4155,0,0,0,0,0,0,0,0,0,0,0,0
2022/07/25,ML-projectJulia,13,0,0,0,-45,0,12.99528,-57.90543,0,0.3876581,-85.81012,0,4.615517,-110.2407,0,2.457017,-130.6784,0,-32.17092,-121.6981,0,-66.90871,-106.6981,0,-105.1634,-91.6981,0,-146.1143,-76.6981,0,-182.7822,-61.6981,0,-197.4585,-46.6981,0,-225.3997,-31.6981,0,-238.2638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/07/25,ML-projectJulia,6,0,0,0,-45,0,-4.057385,-71.32655,0,-31.91364,-60.27331,0,-66.21753,-45.27331,0,-107.2601,-30.27331,0,-112.0766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/07/25,ML-projectJulia,18,0,0,0,-45,0,15,-64.44455,0,18.06592,-88.92456,0,-9.70944,-112.302,0,-18.80908,-134.9792,0,-41.56618,-150.4457,0,-80.0408,-135.4457,0,-125.0408,-120.4457,0,-159.3972,-105.4457,0,-184.5999,-90.44574,0,-215.8435,-75.44574,0,-234.1618,-60.44574,0,-227.467,-45.44574,0,-230.2335,-30.44574,0,-224.3943,-15.44574,0,-226.0449,-0.4457397,0,-219.5405,14.55426,0,-204.5405,0,0,0,0,0,0
2022/07/25,ML-projectJulia,5,0,0,0,-38.13012,0,1.005659,-82.20528,0,-14.41895,-82.97763,0,-28.38576,-78.51756,0,-52.02153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/07/25,ML-projectJulia,5,0,0,0,-39.11433,0,-10.77953,-42.27157,0,-30.9268,-43.92962,0,-39.19567,-33.12404,0,-43.89206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/07/25,ML-projectJulia,16,0,0,0,-35.46868,0,11.65927,-64.99335,0,25.12379,-83.05376,0,19.8972,-97.06124,0,-4.265322,-111.9912,0,-17.24939,-121.0737,0,-46.41735,-113.7847,0,-83.73822,-98.78474,0,-109.8722,-83.78474,0,-148.8824,-68.78474,0,-184.2287,-53.78474,0,-193.657,-38.78474,0,-201.5516,-23.78474,0,-198.0415,-8.784744,0,-204.1688,6.215256,0,-189.1688,0,0,0,0,0,0,0,0,0,0,0,0
2022/07/25,ML-projectJulia,3,0,0,0,-27.34256,0,9.793902,-47.88428,0,1.524297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/07/25,ML-projectJulia,18,0,0,0,-45,0,15,-60.43501,0,9.137193,-90.57066,0,23.6671,-99.58318,0,12.04232,-125.156,0,-2.695867,-155.9397,0,-10.10691,-158.3116,0,-37.91291,-172.4857,0,-74.9175,-157.4857,0,-119.9175,-142.4857,0,-164.9175,-127.4857,0,-202.2935,-112.4857,0,-247.2935,-97.48569,0,-260.812,-82.48569,0,-271.1383,-67.48569,0,-266.0653,-52.48569,0,-271.0898,-37.48569,0,-264.2873,0,0,0,0,0,0
2022/07/25,ML-projectJulia,11,0,0,0,-45,0,10.18636,-67.12048,0,-0.8690662,-82.8809,0,-19.86167,-109.0124,0,-60.15704,-94.01239,0,-94.53147,-79.01239,0,-118.9649,-64.01239,0,-148.9596,-49.01239,0,-178.4019,-34.01239,0,-194.7015,-19.01239,0,-206.2995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/07/25,ML-projectJulia,15,0,0,0,-40.19116,0,15,-50.68677,0,13.54629,-81.88694,0,17.66719,-102.6767,0,11.8732,-127.1803,0,-25.63581,-143.4336,0,-67.04711,-128.4336,0,-112.0471,-113.4336,0,-157.0471,-98.43358,0,-184.2198,-83.43358,0,-190.2368,-68.43358,0,-201.3272,-53.43358,0,-216.9717,-38.43358,0,-224.5628,-23.43358,0,-225.5583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/07/25,ML-projectJulia,8,0,0,0,-42.91163,0,15,-71.90002,0,2.223207,-75.64769,0,-15.23775,-88.63811,0,-33.70329,-73.71966,0,-50.6907,-58.71966,0,-69.40327,-43.71966,0,-97.62688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/07/25,ML-projectJulia,6,0,0,0,-45,0,-10.74026,-49.57469,0,-19.90418,-67.55229,0,-31.32891,-77.04607,0,-63.83559,-62.04607,0,-97.51628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/07/25,ML-projectJulia,3,0,0,0,-37.35629,0,-4.313299,-41.64245,0,-29.09552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/07/25,ML-projectJulia,14,0,0,0,-45,0,15,-70.18848,0,16.38107,-85.30466,0,18.16759,-100.6985,0,7.069587,-116.9149,0,-16.0929,-128.5142,0,-57.16827,-113.5142,0,-102.1683,-98.51421,0,-147.1683,-83.51421,0,-181.8578,-68.51421,0,-203.8829,-53.51421,0,-219.1293,-38.51421,0,-230.929,-23.51421,0,-242.9077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/07/25,ML-projectJulia,11,0,0,0,-43.83403,0,15,-82.59267,0,3.008858,-101.5482,0,-18.37882,-103.2546,0,-41.83119,-88.25457,0,-84.12251,-73.25457,0,-116.2639,-58.25457,0,-142.2914,-43.25457,0,-156.2752,-28.25457,0,-155.6107,-13.25457,0,-154.0941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/07/25,ML-projectJulia,12,0,0,0,-43.09263,0,15,-49.81157,0,17.57711,-90.00645,0,17.86975,-106.8943,0,-9.125668,-109.096,0,-29.46473,-108.9494,0,-55.4242,-93.94944,0,-96.53282,-78.94944,0,-124.4262,-63.94944,0,-139.4803,-48.94944,0,-143.6049,-33.94944,0,-146.6702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/07/25,ML-projectJulia,18,0,0,0,-45,0,15,-75.09343,0,25.74605,-90.99958,0,8.178097,-115.6013,0,-8.185406,-127.2641,0,-34.64481,-128.7399,0,-62.39761,-116.1164,0,-103.4251,-101.1164,0,-124.5089,-86.11638,0,-151.5516,-71.11638,0,-183.0634,-56.11638,0,-210.1618,-41.11638,0,-218.0497,-26.11638,0,-227.8434,-11.11638,0,-237.6452,3.883621,0,-234.5818,18.88362,0,-227.8671,33.88362,0,-212.8671,0,0,0,0,0,0
2022/07/25,ML-projectJulia,4,0,0,0,-36.61556,0,2.796094,-44.29095,0,-26.121,-44.56124,0,-60.38428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/07/25,ML-projectJulia,18,0,0,0,-45,0,15,-73.28475,0,12.05345,-91.11891,0,-9.692646,-119.4381,0,-7.179246,-151.4961,0,-28.66736,-144.0166,0,-67.15619,-132.8444,0,-104.218,-117.8444,0,-125.95,-102.8444,0,-154.3456,-87.84442,0,-187.5485,-72.84442,0,-196.4185,-57.84442,0,-214.994,-42.84442,0,-200.6832,-27.84442,0,-203.2044,-12.84442,0,-197.9697,2.155579,0,-185.1469,17.15558,0,-181.033,0,0,0,0,0,0
2022/07/25,ML-projectJulia,14,0,0,0,-45,0,1.702788,-60.11596,0,10.34104,-105.116,0,0.2291021,-117.7504,0,-20.42121,-132.0956,0,-41.4583,-119.7034,0,-77.62535,-104.7034,0,-117.7456,-89.70336,0,-148.5808,-74.70336,0,-175.9389,-59.70336,0,-184.9566,-44.70336,0,-194.7076,-29.70336,0,-197.2533,-14.70336,0,-194.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/07/25,ML-projectJulia,19,0,0,0,-45,0,15,-68.12102,0,7.973028,-98.80247,0,-2.415517,-124.9681,0,9.270654,-144.6947,0,-11.56898,-155.9768,0,-39.7395,-142.3243,0,-76.25983,-127.3243,0,-121.2598,-112.3243,0,-166.2598,-97.32431,0,-190.8627,-82.32431,0,-221.0336,-67.32431,0,-247.1866,-52.32431,0,-248.8621,-37.32431,0,-243.4683,-22.32431,0,-239.2574,-7.32431,0,-232.9058,7.67569,0,-233.237,22.67569,0,-224.9207,0,0,0
2022/07/25,ML-projectJulia,16,0,0,0,-39.34782,0,12.14042,-74.81734,0,27.14042,-81.68417,0,26.73313,-93.58187,0,-2.709675,-119.6502,0,-12.58527,-132.0714,0,-45.3254,-125.3858,0,-90.3254,-110.3858,0,-135.3254,-95.38579,0,-175.6323,-80.38579,0,-203.2811,-65.38579,0,-222.2697,-50.38579,0,-227.3764,-35.38579,0,-226.6837,-20.38579,0,-235.5701,-5.385788,0,-220.5701,0,0,0,0,0,0,0,0,0,0,0,0
2022/07/25,ML-projectJulia,6,0,0,0,-35.56199,0,11.31274,-45.9158,0,-8.561216,-61.04545,0,-19.81475,-77.40202,0,-43.16083,-62.40202,0,-87.10006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/07/25,ML-projectJulia,18,0,0,0,-45,0,5.371535,-68.10268,0,15.58826,-92.13628,0,5.835422,-92.32922,0,-5.117583,-114.9059,0,-16.30466,-159.9059,0,-32.91265,-156.5352,0,-68.2067,-141.5352,0,-113.2067,-126.5352,0,-137.8915,-111.5352,0,-182.8915,-96.53523,0,-214.7014,-81.53523,0,-235.756,-66.53523,0,-261.1894,-51.53523,0,-265.5715,-36.53523,0,-250.8562,-21.53523,0,-242.0146,-6.535233,0,-232.6735,0,0,0,0,0,0
2022/07/25,ML-projectJulia,3,0,0,0,-29.8713,0,-14.05374,-48.57935,0,-34.81688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/07/25,ML-projectJulia,11,0,0,0,-45,0,13.5615,-82.36967,0,9.314112,-101.6257,0,12.05923,-107.1343,0,-9.624159,-115.2036,0,-38.11395,-100.2036,0,-83.11395,-85.20358,0,-112.632,-70.20358,0,-137.4719,-55.20358,0,-160.6121,-40.20358,0,-176.5434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
